review_text,rating,date,bank_name,source,sentiment_label,sentiment_score
"The worst mobile banking app! It doesn't load (seems like with the perfect WiFi and data connection it still manages to have network issues), when you finally get into the app, it makes it so hard more than it should be to send money.",1,2024-05-31,Bank of Abyssinia,Google Play,NEGATIVE,0.9996273517608643
It is Good to save time 👌👌,3,2024-05-31,Bank of Abyssinia,Google Play,POSITIVE,0.9998168349266052
"I'm sorry but what kind of stupid developer thinks the app will be faster if we disable ""Developer mode""? I've never seen such degeneracy in my entire life, please get rid of this feature",1,2024-05-30,Bank of Abyssinia,Google Play,NEGATIVE,0.9996848106384277
What is the purpose or point of not allowing to take a screenshot of the recipe after transferring???,1,2024-05-29,Bank of Abyssinia,Google Play,NEGATIVE,0.9991626739501953
Ayseram,1,2024-05-28,Bank of Abyssinia,Google Play,NEGATIVE,0.6560930013656616
Worst banking app ever,1,2024-05-28,Bank of Abyssinia,Google Play,NEGATIVE,0.9997898936271667
not bad,1,2024-05-26,Bank of Abyssinia,Google Play,POSITIVE,0.9995881915092468
the app is proactive and a good connections.,5,2025-06-05,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998679161071777
I cannot send to cbebirr app. through this app.,3,2025-06-05,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9953354001045227
not functional,1,2025-06-05,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.999778687953949
"everytime you uninstall the app you have to reach them out physically. very oldy! if that's one of security layer, they'd check for fraud attempt via app source directly(source:- app store, play store ... etc) implicitly ! we are in 2025, physical presence for every app install is traditional(traditionally very rare).",1,2025-06-04,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9905162453651428
አካውንት የምናስገባበት ቦታ ስም ጽፈን ነው ከዚህ በፊት የላክንባቸውን አካዉንቶች የምንፈልገዉ ነገር ግን አዲስ አካውንቶች mr ብለዉ የሚጀምሩ በዝተዋል ግን አፕልኬሽኑ space ስንጽፍ አይቀበልም ቢስተካከል,4,2025-06-04,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9616847634315491
bezabih,5,2025-06-04,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9654072523117065
Best Mobile Banking app ever,5,2025-06-04,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997294545173645
it was good app but it have some issues like it doesnt give me the right amount that I have in the bank and have some issues in transferring,2,2025-06-04,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9981192946434021
👌👍,5,2025-06-04,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.6970565915107727
very niec,5,2025-06-04,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.5192620754241943
best app of finance,5,2025-06-04,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9996503591537476
yetemeta,1,2025-06-03,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.6553664803504944
Engida Kebede Fetera,5,2025-06-03,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.8396738767623901
it is not safety,1,2025-06-03,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9997867941856384
NICE bank,5,2025-06-03,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998055100440979
it is like a childish app make it better the worst I have ever seen,1,2025-06-02,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9997958540916443
"It's a problem solver application, go ahead CBE, I love so much.",5,2025-06-02,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997678399085999
It's good but try to make it facilitate for your client,4,2025-06-02,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9491767883300781
Awesome bank,5,2025-06-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998461008071899
this app has developed in a very good ways but there are some comments I need to make 1- preventing the screenshot likely not good for someone like me coz I need to make screenshot for quicker evidence. 2-it would be good if you make us to access recent transaction histories for 30 days coz we don't have to go to the Bank's in person to see old transactions or add colander category so user can easily access old transactions through colanders.,5,2025-05-31,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9983141422271729
Masha alla,5,2025-05-31,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9514626860618591
"Recently there is big problem when sending to safaricom, telebir, and even to cbebirr wallet could anybody who is responsible fix it, it's very frustrating it's been 5 days and my money hasn't been returned it takes it out of my account but doesn't send it to my mpesa update- they have just corrected it and sent me back the money but still I'm afraid now to send again",2,2025-05-31,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9991102814674377
better service,5,2025-05-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9982219338417053
"it,s good app and time manager 👍",5,2025-05-30,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998370409011841
malkaamuu Jiidhaa Namoo,5,2025-05-30,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9887813329696655
lower system everything,3,2025-05-30,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9993475079536438
Nice!,5,2025-05-30,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999863862991333
Keep it up My CBE,5,2025-05-29,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9996104836463928
yes good,5,2025-05-28,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998410940170288
"I was using this app for the last two years with no problems. It stopped working about 3 months ago. when I tried to transfer funds it gives me error ""can't do this transaction. inactive account.""",4,2025-05-27,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9996353387832642
i like everything of this app,5,2025-05-27,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9996908903121948
🤬🤬🤬🤬 network 🛜,1,2025-05-26,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.685613214969635
CBE is the best financial application and and very dimple to use. I would like to say thank you so much for the developer of application. I really appreciate this app.,5,2025-05-26,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9982792139053345
good job,5,2025-05-26,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999835729598999
it's awesome!!,5,2025-05-25,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999871015548706
thankyou every one,5,2025-05-25,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998461008071899
Ronaldo 🇵🇹 🥇,5,2025-05-25,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9948286414146423
"this app is absolutely fantastic I love it and I enjoying to it ,let us support this foundation together .",5,2025-05-25,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998852014541626
"The CBE app has been highly unreliable in recent weeks. It frequently fails to work properly on both Ethio Telecom and Safaricom networks, whether using Wi-Fi or mobile data. This week, the system was down entirely for extended periods, making it very difficult to access banking services. The app only functions intermittently, and the lack of consistency is frustrating. I hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.",2,2025-05-25,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9997394680976868
mortuary app,5,2025-05-25,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.7924914956092834
it is smart app but it has stoped after some period of time on my device with out any reason .,5,2025-05-25,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9961044788360596
amazing app I am used this app for one year,4,2025-05-24,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9991408586502075
good app,5,2025-05-24,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998493194580078
i love it 😍😘,5,2025-05-24,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998791217803955
It makes life easy!👌,5,2025-05-24,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9993600249290466
its not fast,1,2025-05-24,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9949808716773987
it is sooo good,5,2025-05-24,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998735189437866
Fantastic,5,2025-05-23,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998743534088135
accessible to using,5,2025-05-23,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999116837978363
I like it,4,2025-05-23,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998593330383301
why you change default network?,5,2025-05-23,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9962357878684998
very nice 👍,5,2025-05-23,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998577833175659
nice fast app,5,2025-05-23,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999833345413208
how to I get my money,5,2025-05-23,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9934091567993164
"Very bad, can't even load they need to improve their services.",1,2025-05-22,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9998165965080261
"Very good app, but please make it reliable . it crashes sometimes .",4,2025-05-22,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9649853706359863
very busy I don't know why... I prefer 889,3,2025-05-22,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9991938471794128
"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",4,2025-05-22,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9966771602630615
the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,1,2025-05-22,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9986202716827393
hojii bonsaadha,5,2025-05-22,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9568661451339722
user-friendly apps.because this app is easy.,5,2025-05-22,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.955450713634491
Awosome!!!,5,2025-05-22,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.6944916844367981
"Very good app,",5,2025-05-22,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998691082000732
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-05-22,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.992516815662384
ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,5,2025-05-22,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997020363807678
I hate this app 😒,1,2025-05-22,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9996378421783447
trustful,5,2025-05-22,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998213648796082
update issue,4,2025-05-22,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.5473260283470154
its not working over safari network,1,2025-05-22,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9991377592086792
oldie,1,2025-05-22,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.6663177013397217
it doesn't work,1,2025-05-21,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9997813105583191
"This app is good, and we are using it well",1,2025-05-21,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999855637550354
very nice 👌 app for android phone,5,2025-05-21,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9994401335716248
Yes Yes,5,2025-05-21,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997482895851135
በጣም ከርፋፋ,1,2025-05-21,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.7850590348243713
easy to use helpful in my life,5,2025-05-21,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9981144666671753
good 👍,4,2025-05-21,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998576641082764
the best mobile banking app,5,2025-05-21,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998278617858887
"this app is very useful app,it saves time,and it is secure",4,2025-05-21,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9992597699165344
it's a good application 👍,5,2025-05-21,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998123049736023
the screenshot and the reffresh options are so annoying that makes transaction so delaying activity !,2,2025-05-21,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9997513890266418
poor service,1,2025-05-21,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9996534585952759
it is reliable and easy to use.,5,2025-05-20,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998389482498169
the most annoying mobile banking app I've ever seen,1,2025-05-20,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9994208812713623
Eliasmels,5,2025-05-20,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.5762405395507812
Cbe mobile banking,5,2025-05-20,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.8304281234741211
"i can't make Screenshout in this app, please made modification",5,2025-05-20,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9966920614242554
Best app I loved it,5,2025-05-19,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999849796295166
nice app,5,2025-05-19,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998061060905457
Amazing applicatiom sometimes doesnt work!,5,2025-05-18,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.6448812484741211
well satisfied with this beautiful app,5,2025-05-18,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998588562011719
best app.,5,2025-05-17,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999774158000946
"not working,why???",5,2025-05-17,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9995881915092468
Great impact but why Developer option turnoff if you fix 🙏 🙏 🙏,5,2025-05-17,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9841780066490173
always disappointing ! especially the iOS one !! some similar local applications are extremely superior to this application!! Really disappointing!,1,2025-05-17,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9996201992034912
woxe harimo ribiso,5,2025-05-17,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9374371767044067
"Good ,easy to use",5,2025-05-16,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998592138290405
Good job👍,5,2025-05-14,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998576641082764
"Please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",2,2025-05-14,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9939066767692566
I have using the CBE mobile banking app. and overall i appreciate its Feuteres However i.ve Notticed that when i turn on the Developer options on my divice the App.Stop Functioning prorerly It.Would Be Great If You could look into This issue as l often need to access Developer setting for Otter Application ThankYou For Your attention to This Matter,4,2025-05-13,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.947411835193634
customer service is bad nothing is good about this bank,1,2025-05-13,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9996613264083862
It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,5,2025-05-13,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.992915153503418
fast and simple easy to use 👌,5,2025-05-12,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9984942674636841
The fastest transferring app I ever had its so reliable,5,2025-05-11,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9844427704811096
"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",3,2025-05-11,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9986681938171387
it's easy and fast,5,2025-05-10,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9995684027671814
This app don't have self activation only you have to look near cbe branch that's disgusting,1,2025-05-10,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9960438013076782
hello dearest CBE office personnel make some benefits for those using interest free accounts thanks for your help,5,2025-05-09,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999572217464447
wow best application ever,5,2025-05-09,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997984766960144
"Am sorry but what does developer mode do to the application ? hack it ? are you sure you are developer or are you stupid, doesnt makes sense,",1,2025-05-08,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9997019171714783
the pride of Ethiopian bank 🏦,5,2025-05-08,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999118983745575
why the app telling me to turn of developer options please fix it.,1,2025-05-07,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9990994930267334
i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,5,2025-05-07,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9976927042007446
amazing apps,5,2025-05-06,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998716115951538
All service of Mobile Banking,5,2025-05-06,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.8924251198768616
needs improvement,1,2025-05-06,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9966731071472168
i miss the old one i couldn't send my mony to other bank..,1,2025-05-06,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.995843231678009
the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the Dashen Super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. I am considering leaving CBE for good.,2,2025-05-06,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9984410405158997
good but these week not oky,4,2025-05-06,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.955415666103363
well designed! Fixing bugs & two step verification with biometric... simply it's great!,5,2025-05-06,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998049139976501
If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,1,2025-05-05,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9975224137306213
"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",5,2025-05-05,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.8991119265556335
CBE mobilr bankg,5,2025-05-05,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.8703056573867798
verygood,3,2025-05-05,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9988996982574463
ممتاز جدا,5,2025-05-04,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.8031745553016663
it's very low quality application,1,2025-05-04,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9996594190597534
Very Amazing Apps,5,2025-05-04,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998774528503418
አዛ,1,2025-05-04,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.6970565915107727
wow simple life,5,2025-05-04,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997076392173767
it's nice,5,2025-05-03,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998672008514404
Why stacked sometimes,5,2025-05-03,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9941052198410034
okay 👍 but sometimes busy,1,2025-05-03,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.8515542149543762
the worst commercial company that fails to do even the most normal things again and and again.,1,2025-05-03,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9997990727424622
Very good app. but disappointed by general cessation of system.,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9981188178062439
Good and fast,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998561143875122
Unreliable!,1,2025-05-02,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9997379183769226
Best the best fast,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998427629470825
happy,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998753070831299
fast and reliable,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998595714569092
network errorrrrrr,2,2025-05-02,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9978076815605164
Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,4,2025-05-02,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9982808828353882
its good and simple to use,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998610019683838
worest app like that bank for security and network access,1,2025-05-02,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9927296042442322
it's the best app i,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999834418296814
not bad not good,1,2025-05-02,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9715350866317749
its very nice,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998526573181152
do not work this week,3,2025-04-30,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9977602958679199
It crashes frequently,4,2025-04-30,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9993256330490112
the best,5,2025-04-28,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998332262039185
"I can simply describe this app as ""Making all your work easier"".",5,2025-04-28,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.8382593393325806
goid,5,2025-04-28,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.7086994647979736
best appearance,5,2025-04-27,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9996986389160156
it's very good 👍 app,5,2025-04-27,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999859094619751
abinet kutafo,1,2025-04-27,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9704495072364807
I need support you,5,2025-04-27,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9881443977355957
the worst Mobile banking i have ever seen in my life,1,2025-04-26,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9997807145118713
Nuree mahamud,5,2025-04-26,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.95653235912323
super,5,2025-04-26,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.998783528804779
ጠጀጨገጀ።ጀገ,5,2025-04-26,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.8337252736091614
i like the app,5,2025-04-26,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9994398951530457
the Best,1,2025-04-26,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998332262039185
to other bank is bad,1,2025-04-25,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9997149109840393
tank's,5,2025-04-25,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9855976700782776
its good but add more features such like. bank statement showing,5,2025-04-24,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9881665110588074
it is so nice,5,2025-04-24,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998714923858643
Very Good👍,5,2025-04-21,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.8243637084960938
"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",2,2025-04-21,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9995972514152527
"wow, amazing app",5,2025-04-21,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998503923416138
use ful,5,2025-04-21,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9949980974197388
Great app,5,2025-04-21,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999821126461029
well app,5,2025-04-20,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9993765950202942
Actually it is inactive,4,2025-04-19,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9996483325958252
"slow, only one account is used",2,2025-04-19,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9997527003288269
always CBE is the leading Commercial Bank💪💪💪,5,2025-04-18,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9975135326385498
i like it,5,2025-04-18,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998593330383301
why removing screenshot feature why?,1,2025-04-18,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9981147050857544
nice apps where network is good in connection,5,2025-04-18,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9994925260543823
Thank you!!!,5,2025-04-18,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998666048049927
i can't take screenshot,1,2025-04-18,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9897894263267517
"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",3,2025-04-18,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9861215949058533
perfectly special,5,2025-04-18,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999879002571106
Fast and Reliable,5,2025-04-18,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998595714569092
The best application I have ever seen in Ethiopia banking industry.,5,2025-04-17,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997448325157166
great app!!!,5,2025-04-17,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998501539230347
because sometimes it doesn't working it load too much,3,2025-04-17,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9911932349205017
"Absolutely the best app! It works flawlessly, anytime and anywhere.",5,2025-04-17,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998784065246582
very nice app ever!!!,5,2025-04-16,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999826967716217
the best app,5,2025-04-16,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998469352722168
Biometric security for mobile banking is not available,5,2025-04-16,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9996340274810791
great,5,2025-04-15,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998630285263062
Nice service,5,2025-04-15,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998397827148438
great app,5,2025-04-15,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999821126461029
it's special apps,5,2025-04-15,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9995416402816772
"In the updated version of the app, it takes more time to download the receipt.",3,2025-04-15,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9985652565956116
ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9647620320320129
Good 🔥,5,2025-04-14,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998576641082764
very interesting app i am using every day fantastic,5,2025-04-14,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998443126678467
lebaa bank,5,2025-04-14,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9437296390533447
Can't scan/recognize other banks' Interoperable QR Codes,1,2025-04-13,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9983273148536682
OK,5,2025-04-13,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997851252555847
grateful app,5,2025-04-13,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998038411140442
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9974650144577026
everthing wellbeok,3,2025-04-13,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.7055779695510864
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-13,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9963226318359375
nice app 👌,5,2025-04-12,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9996724128723145
why did this app is not screenshot,5,2025-04-12,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9989493489265442
it so good app,5,2025-04-12,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999868631362915
جميل,5,2025-04-11,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9271727204322815
"less network, specially to make fee for utility purpose",1,2025-04-11,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.994688868522644
simply for used,4,2025-04-11,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9918004870414734
wow keep up,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998539686203003
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9934490323066711
good one,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998288154602051
